,weight,BNPL1,BNPL3,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,I20,ppfs0596,ppeducat,ppage,ppagecat,ppethm,ppgender,ppinc7,ppemploy,ppmarit5,pphhsize,ppkid017,ppfs1482,SL6,B3,A6,C4A,EF1,L0C,I41_c,I41_e,A1_a,A1_b,A1_c,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,EF5C,year
5016,0.8421,No,,,,,,,,No,No,No,No,No,No,No,Yes,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),65,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5017,0.778,No,,,,,,,,No,Yes,No,No,No,No,No,Yes,The same as your income,"$100,000 - $249,999",Some college or Associate's degree,61,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,Much worse off,Don’t know,Some of the time,No,,,,,,,,,,,,,,,2022
5018,0.5015,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,71,65-74,"White, Non-Hispanic",Male,"$100,000 to $149,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5019,0.7102,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,61,55-64,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Now married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5020,0.3948,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,49,45-54,"2+ Races, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,5,3,Good,No,Much better off,Very confident,Most or all of the time,Yes,3,No,No,No,No,No,,,,,,,,,2022
5021,0.8764,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),58,55-64,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,3,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5022,0.6406,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,66,65-74,"White, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,2,0,Don’t know,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5023,1.3664,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Less than your income,"$100,000 - $249,999",No high school diploma or GED,29,25-34,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Never married,2,0,Very poor,,Somewhat better off,Don’t know,,No,1,No,No,,,,,,,,,,,,2022
5024,0.927,No,,,,,,,,No,No,No,Yes,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),63,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Somewhat confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5025,1.7461,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,The same as your income,"Under $50,000",No high school diploma or GED,36,35-44,Hispanic,Male,"Less than $10,000",Not working,Never married,1,0,Excellent,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),No,,,,No,No,No,,,,,,,,,2022
5026,0.779,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,42,35-44,"White, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Never married,1,0,Good,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
5027,4.058,No,,,,,,,,No,No,No,No,No,Yes,No,No,Less than your income,Not sure,No high school diploma or GED,20,18-24,"Other, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Never married,1,0,Good,,About the same,Somewhat confident,,Yes,,,,,,,,,,,,,,,2022
5028,0.9713,No,,,,,,,,No,No,Yes,No,No,No,Yes,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),62,55-64,"Black, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Never married,2,1,Good,,Somewhat better off,Very confident,Some of the time,No,1,No,Yes,,,,,,,,,,,,2022
5029,1.1507,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$100,000 - $249,999",No high school diploma or GED,64,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Good,,About the same,Somewhat confident,Most or all of the time,Yes,,,,No,No,No,,,,,,,,,2022
5030,2.2566,No,,,,,,,,Yes,Yes,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),58,55-64,Hispanic,Female,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Once,Yes,,,,,,,,,,,,,,,2022
5031,1.3074,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),29,25-34,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working part-time,Now married,3,2,Fair,,About the same,Somewhat confident,Most or all of the time,No,2,No,No,No,No,No,,,,,,,,,2022
5032,0.554,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,62,55-64,"White, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Divorced,2,0,Don’t know,,Somewhat worse off,Don’t know,,Yes,,,,,,,,,,,,,,,2022
5033,0.6467,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$1,000,000 or more",Bachelor's degree or higher,72,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5034,1.6884,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$500,000 - $999,999",Some college or Associate's degree,31,25-34,Hispanic,Female,"$150,000 or more",Working part-time,Now married,5,0,Fair,,Somewhat better off,Somewhat confident,,No,4,Yes,No,,,,,,,,,,,,2022
5035,0.6996,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Some college or Associate's degree,70,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Widowed,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5036,0.5015,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$100,000 - $249,999",Bachelor's degree or higher,66,65-74,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,3,0,Good,No,Much worse off,Very confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5037,0.8505,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),63,55-64,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,3,0,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
5038,0.7899,No,,,,,,,,No,No,Yes,No,Yes,No,No,Yes,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),58,55-64,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Now married,2,0,Good,,About the same,Not confident,Some of the time,No,,,,Yes,No,No,,,,,,,,,2022
5039,1.4932,No,,,,,,,,No,No,No,No,Yes,No,No,Yes,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),27,25-34,"Black, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Never married,1,0,Fair,Yes,Much better off,Not confident,,No,,,,Yes,Yes,No,,,,,,,,,2022
5040,1.4124,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Some college or Associate's degree,25,25-34,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Never married,4,0,Good,,Somewhat worse off,Somewhat confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
5041,0.9142,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),59,55-64,"White, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Now married,2,0,Good,,Much better off,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
5042,0.7305,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,56,55-64,"White, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,4,1,Good,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,1,No,No,,,,,,,,,,,,2022
5043,0.6797,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),65,65-74,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Divorced,2,0,Very poor,,Much worse off,Not confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5044,0.7492,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,36,35-44,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,6,4,Good,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,4,Yes,Yes,,,,,,,,,,,,2022
5045,0.8634,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Some college or Associate's degree,70,65-74,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working part-time,Never married,2,0,,,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5046,1.2199,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),58,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Don’t know,,Much worse off,Somewhat confident,,No,,,,,,,,,,,,,,,2022
5047,1.3429,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),69,65-74,Hispanic,Female,"$25,000 to $49,999",Not working,Separated,1,0,Poor,,Somewhat worse off,Not confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5048,1.1956,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",No high school diploma or GED,51,45-54,"White, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Now married,3,0,Fair,,Somewhat worse off,Not confident,Some of the time,No,,,,Yes,No,No,,,,,,,,,2022
5049,0.4087,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,,Bachelor's degree or higher,73,65-74,Hispanic,Male,"$75,000 to $99,999",Not working,Now married,8,3,,,Much worse off,Somewhat confident,Most or all of the time,No,,,,No,No,No,,,,,,,,,2022
5050,1.0254,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Some college or Associate's degree,64,55-64,Hispanic,Male,"$150,000 or more",Not working,Now married,3,1,Excellent,,Somewhat better off,Very confident,Most or all of the time,Yes,1,No,No,No,No,No,,,,,,,,,2022
5051,0.7155,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,68,65-74,"White, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Now married,3,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5052,0.608,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Some college or Associate's degree,68,65-74,"White, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5053,1.0996,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,25,25-34,Hispanic,Male,"$100,000 to $149,999",Working full-time,Never married,4,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
5054,0.4713,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,61,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5055,0.5015,No,,,,,,,,No,No,No,No,No,No,No,Yes,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,82,75+,"White, Non-Hispanic",Male,"$100,000 to $149,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5056,1.0748,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$1,000,000 or more",Bachelor's degree or higher,46,45-54,"Other, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,7,3,Excellent,No,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),No,3,No,No,,,,,,,,,,,,2022
5057,0.9162,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),37,35-44,"White, Non-Hispanic",Female,"$10,000 to $24,999",Working part-time,Never married,2,0,Very poor,,Somewhat worse off,Not confident,,No,,,,,,,,,,,,,,,2022
5058,0.8308,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Some college or Associate's degree,87,75+,Hispanic,Female,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
5059,0.1677,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,71,65-74,"2+ Races, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Good,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5060,0.7993,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$500,000 - $999,999",High school graduate (high school diploma or the equivalent GED),74,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5061,0.5064,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,62,55-64,"Black, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Never married,1,0,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5062,1.9665,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),27,25-34,"White, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,3,1,Good,,Much worse off,Not confident,,No,1,No,No,Yes,No,Yes,,,,,,,,,2022
5063,1.2154,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),69,65-74,"Black, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,Good,,Somewhat worse off,Somewhat confident,,Yes,,,,,,,,,,,,,,,2022
5064,0.6399,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Some college or Associate's degree,66,65-74,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Once,Yes,,,,No,No,No,,,,,,,,,2022
5065,0.7271,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,61,55-64,"Black, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,3,1,Excellent,,About the same,Very confident,Some of the time,Yes,1,No,No,No,No,No,,,,,,,,,2022
5066,0.6364,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,91,75+,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Widowed,1,0,Good,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5067,1.4668,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,31,25-34,"Black, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Now married,5,1,Poor,No,About the same,Not confident,,No,1,No,No,No,No,No,,,,,,,,,2022
5068,0.7109,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,69,65-74,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Working part-time,Divorced,2,1,Excellent,No,About the same,Very confident,Some of the time,Yes,,,,No,No,No,,,,,,,,,2022
5069,1.0725,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$50,000 - $99,999",Some college or Associate's degree,38,35-44,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,5,3,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,3,No,No,No,No,No,,,,,,,,,2022
5070,0.9584,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",No high school diploma or GED,84,75+,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
5071,1.0643,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),52,45-54,Hispanic,Female,"Less than $10,000",Not working,Never married,3,0,Fair,,About the same,Somewhat confident,Some of the time,No,,,,,,,,,,,,,,,2022
5072,0.5447,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$500,000 - $999,999",Bachelor's degree or higher,67,65-74,Hispanic,Female,"$25,000 to $49,999",Not working,Never married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5073,3.587,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,Not sure,High school graduate (high school diploma or the equivalent GED),20,18-24,Hispanic,Male,"$50,000 to $74,999",Working full-time,Now married,5,1,Good,,About the same,Very confident,Some of the time,No,,,,,,,,,,,,,,,2022
5074,0.7468,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,The same as your income,"$50,000 - $99,999",Bachelor's degree or higher,39,35-44,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Never married,1,0,Excellent,,About the same,Very confident,Most or all of the time,Yes,,,,No,No,No,,,,,,,,,2022
5075,0.602,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,44,35-44,Hispanic,Male,"$50,000 to $74,999",Working full-time,Never married,1,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5076,1.3546,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",No high school diploma or GED,43,35-44,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Never married,1,0,Excellent,,Somewhat better off,Somewhat confident,Some of the time,No,,,,,,,,,,,,,,,2022
5077,0.7456,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,51,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Divorced,2,0,Good,No,Somewhat better off,Somewhat confident,Most or all of the time,No,,,,No,No,Yes,,,,,,,,,2022
5078,0.9826,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Some college or Associate's degree,77,75+,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Widowed,1,0,Excellent,,Somewhat better off,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5079,0.5662,No,,,,,,,,No,No,No,No,No,No,No,Yes,Less than your income,"Under $50,000",Bachelor's degree or higher,52,45-54,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,4,2,Good,Yes,Somewhat better off,Very confident,Some of the time,No,2,No,No,,,,,,,,,,,,2022
5080,1.2906,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,23,18-24,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Never married,4,0,Good,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5081,0.8796,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),56,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5082,1.9717,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Some college or Associate's degree,41,35-44,"Other, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Never married,1,0,Excellent,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5083,0.7653,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,68,65-74,"White, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Widowed,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
5084,1.5084,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Some college or Associate's degree,46,45-54,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,1,0,Excellent,No,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,Yes,Yes,No,,,,,,,,,2022
5085,1.397,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,43,35-44,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,3,1,Good,No,About the same,Very confident,Most or all of the time,Yes,2,No,Yes,No,No,No,,,,,,,,,2022
5086,0.6094,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,81,75+,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,3,0,Good,,Somewhat better off,Very confident,Some of the time,No,,,,,,,,,,,,,,,2022
5087,1.168,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$1,000,000 or more",Bachelor's degree or higher,54,45-54,"Other, Non-Hispanic",Female,"$75,000 to $99,999",Working part-time,Never married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5088,0.7575,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$500,000 - $999,999",Bachelor's degree or higher,54,45-54,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Never married,1,0,Excellent,,About the same,Very confident,Most or all of the time,No,,,,No,No,No,,,,,,,,,2022
5089,1.4109,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,36,35-44,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,5,3,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,3,No,No,,,,,,,,,,,,2022
5090,0.8915,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,37,35-44,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,4,2,Good,No,About the same,Very confident,Some of the time,Yes,2,No,No,No,No,No,,,,,,,,,2022
5091,1.2207,No,,,,,,,,No,No,No,No,No,No,No,Yes,Less than your income,"Under $50,000",No high school diploma or GED,45,45-54,"White, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Now married,2,0,Poor,,Somewhat worse off,Not confident,,No,,,,,,,,,,,,,,,2022
5092,1.1567,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Some college or Associate's degree,49,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,3,1,,,About the same,Very confident,Once,No,1,No,No,,,,,,,,,,,,2022
5093,0.7456,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,52,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,5,3,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,3,No,No,No,No,No,,,,,,,,,2022
5094,0.9536,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$500,000 - $999,999",Bachelor's degree or higher,30,25-34,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5095,1.5512,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"$500,000 - $999,999",High school graduate (high school diploma or the equivalent GED),60,55-64,Hispanic,Female,"$50,000 to $74,999",Not working,Never married,2,0,Don’t know,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
5096,0.9134,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,Not sure,Bachelor's degree or higher,24,18-24,Hispanic,Male,"$50,000 to $74,999",Working part-time,Never married,5,1,Don’t know,,Somewhat better off,Don’t know,,No,,,,,,,,,,,,,,,2022
5097,1.0271,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,41,35-44,"Black, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Now married,5,1,Good,No,About the same,Very confident,Most or all of the time,Yes,1,Yes,Yes,No,No,No,,,,,,,,,2022
5098,0.8421,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),74,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5099,2.7387,No,,,,,,,,No,No,No,No,Yes,Yes,No,No,Less than your income,"Under $50,000",No high school diploma or GED,36,35-44,"Other, Non-Hispanic",Female,"Less than $10,000",Not working,Never married,5,3,Very poor,,Somewhat worse off,Not confident,,No,4,No,Yes,,,,,,,,,,,,2022
5100,0.8321,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"Under $50,000",Some college or Associate's degree,50,45-54,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,3,0,Good,,Somewhat better off,Not confident,Some of the time,No,,,,Yes,No,Yes,,,,,,,,,2022
